order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,quantity,price,datetime,city,country(state),ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
1419, 17, Maria Garcia,100379,1500,Ram,UPI,5,33975.00,05-25-2021 05:05:08,North Little Rock,Arkansas,eBay,yk-134867,N,Credit or debit card is canceled
1420, 19, Jordan Brown,100409,Tacoma,Toyota,Wallet,3,27150.00,05-19-2021 01:29:51,North Little Rock,Arkansas,Carfax,rf-418856,Y,
1421, 23, Usamah Khan,300479,Camry,Toyota,Wallet,21,25945.00,10-07-2021 13:12:11,Greenville,South Carolina,Carfax,Dx-753541,Y,
1422, 10, Max Halloway,201278,Outback,Subaru,UPI,5,26945.00,01-11-2021 11:37:16,Asheville,North Carolina,Carvana,Tq-462753,Y,
1423, 13, James Rodriguez,100409,Tacoma,Toyota,Wallet,11,27150.00,07-30-2021 15:37:51,Jackson,Mississippi,Carvana,ZP-419383,Y,
1424, 10, Max Halloway,200967,Rogue,Nissan,UPI,7,27150.00,08-18-2021 07:28:40,Jacksonville,Florida,Carfax,ER-556970,Y,
1425, 1, John Smith,200794,HR-V,Honda,Card,4,23650.00,05-18-2021 12:13:34,Charleston,West Virginia,Carfax,Na-721074,Y,
1426, 25, Karen Smith,200787,CR-V,Honda,Card,4,26800.00,12-04-2021 16:16:58,Charleston,South Carolina,Carfax,Rx-008076,Y,
1427, 20, Ryan Collier,200528,Grand Cherokee,Jeep,UPI,4,39000.00,09-07-2021 14:38:48,Spartanburg,South Carolina,Cfx,AS-717907,Y,
1428, 23, Usamah Khan,200261,Escape,Ford,Card,4,27185.00,09-11-2021 08:46:56,Richmond,Virginia,Carvana,dS-243301,Y,
1429, 16, Dave Hernandez,200233,Explorer,Ford,Wallet,4,35510.00,04-26-2021 11:06:01,Huntsville,Alabama,eBay,rw-368179,N,The payment gateway does not support
1430, 23, Usamah Khan,300857,Model Y,Tesla,UPI,21,65990.00,10-06-2021 00:12:29,Jackson,Mississippi,eBay,YJ-413361,Y,
1431, 13, James Rodriguez,200967,Rogue,Nissan,Internet Banking,27150.00,27150.00,02-06-2021 19:26:53,Charleston,West Virginia,AutoTrader,Tt-851100,Y,
1432, 9, Chloe Howells,200967,Rogue,Nissan,UPI,15,27150.00,05-25-2021 05:46:56,Asheville,North Carolina,Carfax,Yx-240764,Y,
1433, 16, Dave Hernandez,100145,Silverado,Chevrolet,Card,9,34600.00,07-19-2021 21:03:07,North Little Rock,Arkansas,Carfax,pC-553640,Y,
1434, 11, Chris Jones,200787,CR-V,Honda,Card,14,26800.00,02-06-2021 00:34:22,Huntsville,Alabama,AutoTrader,vH-356548,Y,
1435, 12, Eric Kemsley,201081,Tucson,Hyundai,Internet Banking,19,24950.00,12-22-2021 07:40:52,Gainesville,Florida,Car Max,bp-809561,Y,
1436, 6, Alex Poppins,200482,RAV4,Toyota,,6,26975.00,07-29-2021 04:37:59,Richmond,Virginia,Car Max,Rp-364801,Y,
1437, 12, Eric Kemsley,300723,Accord,Honda,Card,12,26520.00,03-28-2021 02:25:22,Augusta,Georgia,AutoTrader,JR-890939,Y,
1438, 8, Justin Thomas,100379,1500,Ram,Card,12,33975.00,06-23-2021 17:37:05,Lynchburg,Virginia,Carvana,yM-604020,N,Incorrect Pin
1439, 15, Micheal Smith,300479,Camry,Toyota,Internet Banking,5,25945.00,04-17-2021 21:19:00,Shreveport,Louisiana,Car Max,Wr-887697,Y,
1440, 14, Kumar Singh,100409,Tacoma,Toyota,Internet Banking,19,27150.00,11-02-2021 21:12:35,Orlando,Florida,Car Max,ep-136630,Y,
1441, 21, Louis Way,100145,Silverado,Chevrolet,Wallet,18,34600.00,06-08-2021 08:54:19,Tupelo,Mississippi,Carvana,yF-836802,Y,
1442, 11, Chris Jones,200967,Rogue,Nissan,Card,6,27150.00,03-10-2021 23:20:58,Shreveport,Louisiana,Carfax,ih-779798,N,Credit or debit card is canceled
1443, 2, Mary Jane,300786,Civic,Honda,UPI,17,22550.00,01-03-2021 04:28:44,Gainesville,Florida,Carvana,yS-107907,Y,
1444, 14, Kumar Singh,300786,Civic,Honda,Wallet,21,22550.00,11-29-2021 15:58:46,Elkins,West Virginia,Carvana,Mq-343355,Y,
1445, 17, Maria Garcia,201278,Outback,Subaru,Internet Banking,20,26945.00,10-10-2021 18:56:04,Columbia,South Carolina,Car Max,br-007232,Y,
1446, 19, Jordan Brown,200967,Rogue,Nissan,UPI,10,27150.00,02-17-2021 21:24:37,Little Rock,Arkansas,eBay,mj-468075,Y,
1447, 13, James Rodriguez,100145,Silverado,Chevrolet,Internet Banking,16,34600.00,01-20-2021 17:03:35,West Palm Beach,Florida,Carvana,RW-760715,Y,
1448, 2, Mary Jane,300723,Accord,Honda,Card,6,26520.00,12-02-2021 16:33:12,Raleigh,North Carolina,Carfax,Fm-338962,N,Credit or debit card is expired 
1449, 15, Micheal Smith,200122,Equinox,Chevrolet,Internet Banking,21,26300.00,03-09-2021 09:40:58,Orlando,Florida,eBay,fv-688103,N,Incorrect Pin
1450, 16, Dave Hernandez,200261,Escape,Ford,UPI,5,27185.00,10-15-2021 10:34:32,Tupelo,Mississippi,Car Max,by-050786,Y,
1451, 10, Max Halloway,201278,Outback,Subaru,Internet Banking,16,26945.00,03-16-2021 21:38:29,Birmingham,Alabama,Carfax,Sa-160502,Y,
1452, 1, John Smith,200482,RAV4,Toyota,Card,8,26975.00,01-22-2021 16:56:26,Baton Rouge,Louisiana,Carvana,GW-016590,Y,
1453, 7, Calvin Harris,200794,HR-V,Honda,Wallet,16,23650.00,03-28-2021 19:46:57,Augusta,Georgia,AutoTrader,pJ-901466,Y,
1454, 20, Ryan Collier,200528,Grand Cherokee,Jeep,Card,21,39000.00,08-17-2021 23:42:56,Charleston,South Carolina,eBay,Ux-555570,Y,
1455, 25, Karen Smith,300786,Civic,Honda,Card,4,22550.00,12-18-2021 00:58:13,Jackson,Mississippi,Carvana,Nt-698283,Y,
1456, 21, Louis Way,300804,Model 3,Tesla,Card,3,46990.00,08-05-2021 11:09:36,Jackson,Mississippi,Carfax,Yu-447523,Y,
1457, 5, Brandon Johnson,200233,Explorer,Ford,UPI,15,35510.00,01-04-2021 10:25:30,Nashville,Tennessee,Car Max,Uo-877896,Y,
1458, 14, Kumar Singh,300995,Altima,Nissan,Wallet,8,24900.00,07-09-2021 00:12:44,Fort Myers,Florida,Carfax,xN-386691,Y,
1459, 7, Calvin Harris,200233,Explorer,Ford,Card,9,35510.00,03-21-2021 00:15:40,Elkins,West Virginia,Carfax,qY-555003,Y,
1460, 1, John Smith,200794,HR-V,Honda,Wallet,7,23650.00,03-24-2021 18:54:38,Charleston,West Virginia,eBay,cC-709765,Y,
1461, 3 ,Alexander Hopkins,100648,Sierra,GMC,Card,11,37195.00,07-14-2021 06:10:52,Columbia,South Carolina,Car Max,xI-983107,N,Credit or debit card is expired 
1462, 12, Eric Kemsley,300857,Model Y,Tesla,Internet Banking,10,65990.00,10-09-2021 11:18:12,Tupelo,Mississippi,Car Max,JD-576844,Y,
1463, 18, Susan Boyle,300723,Accord,Honda,UPI,4,26520.00,08-16-2021 13:53:05,Jackson,Mississippi,Carvana,dp-277431,N,Merchant account blocks the transaction
1464, 8, Justin Thomas,200794,HR-V,Honda,Internet Banking,2,23650.00,10-21-2021 11:53:52,Bristol,Tennessee,Carfax,Vw-132249,Y,
1465, 3 ,Alexander Hopkins,100379,1500,Ram,Internet Banking,13,33975.00,01-18-2021 22:20:25,Lynchburg,Virginia,eBay,DW-715025,Y,
1466, 16, Dave Hernandez,300479,Camry,Toyota,Card,13,25945.00,01-05-2021 07:53:28,Bowling Green,Kentucky,eBay,Du-883708,Y,
1467, 8, Justin Thomas,200787,CR-V,Honda,Internet Banking,17,26800.00,01-09-2021 23:38:21,Bowling Green,Kentucky,AutoTrader,qq-289257,Y,
1468, 21, Louis Way,200794,HR-V,Honda,Card,5,23650.00,10-29-2021 14:52:51,Dulles,Virginia,eBay,sS-597995,N,Merchant account blocks the transaction
1469, 8, Justin Thomas,200787,CR-V,Honda,Wallet,5,26800.00,05-09-2021 23:26:17,Lynchburg,Virginia,Car Max,jM-486686,Y,
1470, 15, Micheal Smith,300804,Model 3,Tesla,Card,6,46990.00,04-11-2021 21:17:37,Greenville,South Carolina,eBay,re-382103,Y,
1471, 11, Chris Jones,200794,HR-V,Honda,Card,11,23650.00,07-04-2021 13:42:38,Fort Smith,Arkansas,Car Max,Fv-481296,Y,
1472, 6, Alex Poppins,300786,Civic,Honda,Wallet,13,22550.00,01-20-2021 07:22:43,Memphis,Tennessee,Car Max,Vr-867260,Y,
1473, 17, Maria Garcia,300857,Model Y,Tesla,Wallet,6,65990.00,11-30-2021 04:30:30,Lake Charles,Louisiana,Carvana,dx-741510,Y,
1474, 3 ,Alexander Hopkins,200787,CR-V,Honda,Wallet,19,26800.00,02-07-2021 13:14:51,Little Rock,Arkansas,Car Max,fi-294901,Y,
1475, 3 ,Alexander Hopkins,200967,Rogue,Nissan,UPI,6,27150.00,04-20-2021 17:54:15,Huntington,West Virginia,Car Max,Ml-719174,Y,
1476, 20, Ryan Collier,200528,Grand Cherokee,Jeep,Wallet,8,39000.00,08-29-2021 21:16:41,Birmingham,Alabama,eBay,Yk-492263,N,Credit or debit card is expired 
1477, 13, James Rodriguez,300451,Corolla,Toyota,Wallet,8,20425.00,06-01-2021 05:07:03,Lexington,Kentucky,Car Max,CJ-173641,N,Incorrect Pin
1478, 8, Justin Thomas,300723,Accord,Honda,Wallet,1,26520.00,04-08-2021 08:18:51,Elkins,West Virginia,Carfax,Qr-036263,Y,
1479, 8, Justin Thomas,100145,Silverado,Chevrolet,Wallet,5,34600.00,04-15-2021 14:45:23,Norfolk,Virginia,eBay,CE-321708,Y,
1480, 24, Amy Barnes,200528,Grand Cherokee,Jeep,UPI,13,39000.00,02-10-2021 00:41:17,Elkins,West Virginia,AutoTrader,Ch-681474,Y,
1481, 16, Dave Hernandez,400562,Wrangler,Jeep,UPI,6,30295.00,12-09-2021 08:15:52,Elkins,West Virginia,Carvana,Pn-437147,Y,
1482, 24, Amy Barnes,300786,Civic,Honda,Card,18,22550.00,10-04-2021 05:20:48,Asheville,North Carolina,Car Max,Lw-135813,Y,
1483, 16, Dave Hernandez,400562,Wrangler,Jeep,UPI,10,30295.00,08-23-2021 17:49:17,Tupelo,Mississippi,Carfax,sS-026522,Y,
1484, 20, Ryan Collier,300479,Camry,Toyota,Internet Banking,8,25945.00,05-02-2021 18:01:44,Shreveport,Louisiana,Car Max,ap-171160,Y,
1485, 15, Micheal Smith,100648,Sierra,GMC,Card,10,37195.00,12-16-2021 10:10:45,Charleston,West Virginia,Carfax,SH-758872,Y,
1486, 8, Justin Thomas,300451,Corolla,Toyota,Card,12,20425.00,08-29-2021 19:01:47,Jackson,Kentucky,Carfax,HP-749918,Y,
1487, 9, Chloe Howells,201081,Tucson,Hyundai,UPI,3,24950.00,10-20-2021 12:07:31,Birmingham,Alabama,Car Max,DQ-226968,Y,
1488, 1, John Smith,100648,Sierra,GMC,Wallet,18,37195.00,09-13-2021 22:38:35,Lynchburg,Virginia,Carfax,Se-858852,Y,
1489, 10, Max Halloway,201081,Tucson,Hyundai,Card,12,24950.00,02-06-2021 06:55:41,Beckley,West Virginia,eBay,TI-483745,N,Credit or debit card is canceled
1490, 6, Alex Poppins,100379,1500,Ram,Internet Banking,1,33975.00,05-11-2021 00:37:53,Charleston,West Virginia,Car Max,VW-068458,Y,
1491, 3 ,Alexander Hopkins,200794,HR-V,Honda,Internet Banking,4,23650.00,04-10-2021 04:31:01,Spartanburg,South Carolina,Carfax,Qk-414306,Y,
1492, 13, James Rodriguez,100409,Tacoma,Toyota,Internet Banking,21,27150.00,10-12-2021 15:10:14,Huntington,West Virginia,AutoTrader,cY-729229,Y,
1493, 7, Calvin Harris,201081,Tucson,Hyundai,Internet Banking,15,24950.00,03-11-2021 02:13:50,Athens,Georgia,AutoTrader,Ap-876768,Y,
1494, 9, Chloe Howells,100648,Sierra,GMC,UPI,10,37195.00,07-20-2021 02:16:23,Greenville,South Carolina,Carvana,pL-937170,Y,
1495, 9, Chloe Howells,300723,Accord,Honda,Wallet,14,26520.00,12-29-2021 08:05:01,Columbia,South Carolina,AutoTrader,HS-934925,Y,
1496, 25, Karen Smith,100145,Silverado,Chevrolet,Wallet,5,34600.00,07-05-2021 15:10:54,Huntington,West Virginia,Carvana,qy-647120,Y,
1497, 7, Calvin Harris,201278,Outback,Subaru,Card,7,26945.00,09-18-2021 19:40:41,Spartanburg,South Carolina,Carvana,ee-448262,Y,
1498, 10, Max Halloway,100379,1500,Ram,Internet Banking,6,33975.00,01-13-2021 09:15:28,Augusta,Georgia,eBay,xR-710325,Y,
1499, 24, Amy Barnes,300786,Civic,Honda,Card,1,22550.00,09-29-2021 04:34:50,Paducah,Kentucky,Carfax,nD-061741,Y,
1500, 13, James Rodriguez,100409,Tacoma,Toyota,UPI,8,27150.00,04-30-2021 11:35:57,Savannah,Georgia,eBay,mg-375267,N,The billing address is invalid 
1501, 23, Usamah Khan,300723,Accord,Honda,Wallet,18,26520.00,11-08-2021 19:52:07,Athens,Georgia,Carvana,bQ-433584,Y,
1502, 20, Ryan Collier,200122,Equinox,Chevrolet,Wallet,8,26300.00,12-19-2021 08:32:49,Bristol,Tennessee,Carfax,xS-617907,Y,
1503, 21, Louis Way,201278,Outback,Subaru,Wallet,12,26945.00,06-27-2021 04:14:15,North Little Rock,Arkansas,Carfax,OJ-557728,N,The consumers account is suspended or closed 
1504, 2, Mary Jane,100409,Tacoma,Toyota,UPI,15,27150.00,11-29-2021 17:10:28,Baton Rouge,Louisiana,Carfax,tB-164244,Y,
1505, 10, Max Halloway,300479,Camry,Toyota,Card,12,25945.00,11-26-2021 04:55:36,Elkins,West Virginia,AutoTrader,Ok-342895,Y,
1506, 24, Amy Barnes,100648,Sierra,GMC,UPI,6,37195.00,01-25-2021 12:14:03,Greenville,South Carolina,AutoTrader,KN-924244,Y,
1507, 25, Karen Smith,201137,CX-5,Mazda,Card,16,26250.00,07-01-2021 07:31:03,Augusta,Georgia,AutoTrader,MQ-513969,Y,
1508, 15, Micheal Smith,300451,Corolla,Toyota,Card,15,20425.00,02-22-2021 11:55:53,Meridian,Mississippi,AutoTrader,IW-386205,Y,
1509, 2, Mary Jane,300786,Civic,Honda,UPI,3,22550.00,06-28-2021 04:55:23,Elkins,West Virginia,Carvana,tw-464474,Y,
1510, 9, Chloe Howells,200787,CR-V,Honda,UPI,2,26800.00,07-05-2021 11:20:24,Birmingham,Alabama,eBay,pH-767142,Y,
1511, 25, Karen Smith,201081,Tucson,Hyundai,Card,4,24950.00,05-18-2021 11:18:18,Charleston,South Carolina,AutoTrader,VM-478276,Y,
1512, 7, Calvin Harris,100145,Silverado,Chevrolet,Internet Banking,20,34600.00,04-30-2021 03:01:27,Montgomery,Alabama,Carfax,Ou-441009,Y,
1513, 3 ,Alexander Hopkins,201137,CX-5,Mazda,UPI,19,26250.00,01-01-2021 20:01:18,New Orleans,Louisiana,AutoTrader,sd-300748,N,Credit or debit card is expired 
1514, 4, Rashid Matthews,100494,Highlander,Toyota,Card,13,35855.00,03-06-2021 18:07:10,Chattanooga,Tennessee,AutoTrader,bs-323645,N,Incorrect Pin
1515, 24, Amy Barnes,200482,RAV4,Toyota,UPI,15,26975.00,05-18-2021 01:42:20,Fort Smith,Arkansas,Car Max,me-821058,Y,
1516, 1, John Smith,200122,Equinox,Chevrolet,Card,10,26300.00,04-19-2021 05:04:19,Little Rock,Arkansas,Carvana,kH-478568,Y,
1517, 6, Alex Poppins,100145,Silverado,Chevrolet,Card,18,34600.00,02-08-2021 03:17:25,Augusta,Georgia,eBay,ag-450943,Y,
1518, 6, Alex Poppins,100145,Silverado,Chevrolet,UPI,8,34600.00,04-11-2021 18:07:49,Wilmington,North Carolina,Car Max,Mi-730236,Y,
1519, 11, Chris Jones,300723,Accord,Honda,Wallet,4,26520.00,07-17-2021 12:23:52,Augusta,Georgia,Carfax,IL-808401,Y,
1520, 22, Jenny Pickard,300857,Model Y,Tesla,Wallet,10,65990.00,10-03-2021 05:51:39,Wilmington,North Carolina,Carfax,Gq-593496,Y,
1521, 8, Justin Thomas,300995,Altima,Nissan,Wallet,6,24900.00,07-13-2021 11:23:55,Charleston,West Virginia,Car Max,Ic-244076,Y,
1522, 14, Kumar Singh,100494,Highlander,Toyota,Card,5,35855.00,07-22-2021 18:11:15,Mobile,Alabama,eBay,Hw-452586,N,The billing address is invalid 
1523, 3 ,Alexander Hopkins,300479,Camry,Toyota,Internet Banking,12,25945.00,09-22-2021 18:06:51,Lake Charles,Louisiana,Car Max,PS-287923,Y,
1524, 19, Jordan Brown,300857,Model Y,Tesla,UPI,17,65990.00,09-22-2021 19:21:09,Louisville,Kentucky,Car Max,ZR-742298,Y,
1525, 3 ,Alexander Hopkins,200528,Grand Cherokee,Jeep,UPI,12,39000.00,04-05-2021 12:06:05,Jackson,Kentucky,Car Max,dT-896338,N,Merchant account blocks the transaction
1526, 22, Jenny Pickard,200528,Grand Cherokee,Jeep,Internet Banking,18,39000.00,10-11-2021 15:05:21,Charleston,West Virginia,Car Max,ln-125436,Y,
1527, 15, Micheal Smith,300723,Accord,Honda,Wallet,7,26520.00,11-07-2021 08:10:19,Fort Smith,Arkansas,eBay,Ih-818882,N,The consumers account is suspended or closed 
1528, 22, Jenny Pickard,200233,Explorer,Ford,Wallet,5,35510.00,11-22-2021 02:09:33,Atlanta,Georgia,AutoTrader,my-745425,Y,
1529, 10, Max Halloway,200967,Rogue,Nissan,Wallet,16,27150.00,03-24-2021 05:46:08,Bowling Green,Kentucky,eBay,Ux-967612,Y,
1530, 13, James Rodriguez,300857,Model Y,Tesla,Card,8,65990.00,08-06-2021 13:35:58,Montgomery,Alabama,Carvana,fY-999844,Y,
1531, 17, Maria Garcia,200794,HR-V,Honda,Internet Banking,3,23650.00,05-03-2021 23:27:05,Birmingham,Alabama,eBay,eq-421293,Y,
1532, 1, John Smith,100145,Silverado,Chevrolet,Wallet,16,34600.00,10-29-2021 14:01:55,Charleston,South Carolina,eBay,JA-937904,Y,
1533, 5, Brandon Johnson,100243,F-150,Ford,Wallet,19,45525.00,04-03-2021 17:39:36,Shreveport,Louisiana,Carfax,sb-537151,N,Merchant account blocks the transaction
1534, 4, Rashid Matthews,300804,Model 3,Tesla,UPI,11,46990.00,09-05-2021 13:02:11,Oak Ridge,Tennessee,Carvana,WY-883972,Y,
1535, 12, Eric Kemsley,200122,Equinox,Chevrolet,UPI,2,26300.00,11-12-2021 11:30:38,Lexington,Kentucky,AutoTrader,PH-537228,Y,
1536, 1, John Smith,300857,Model Y,Tesla,Card,8,65990.00,07-02-2021 13:52:38,Pensacola,Florida,Car Max,Uf-774888,N,Credit or debit card is canceled
1537, 10, Max Halloway,400562,Wrangler,Jeep,Card,13,30295.00,06-07-2021 15:47:17,Little Rock,Arkansas,Carvana,bA-951112,Y,
1538, 22, Jenny Pickard,100379,1500,Ram,Card,19,33975.00,09-04-2021 22:03:14,Charlotte,North Carolina,Carfax,LQ-838762,Y,
1539, 16, Dave Hernandez,300723,Accord,Honda,Wallet,14,26520.00,12-11-2021 00:44:49,West Palm Beach,Florida,Carvana,aE-597792,Y,
1540, 16, Dave Hernandez,200122,Equinox,Chevrolet,Wallet,9,26300.00,06-14-2021 10:30:47,Norfolk,Virginia,Carfax,Jz-173482,Y,
1541, 7, Calvin Harris,300857,Model Y,Tesla,Internet Banking,18,65990.00,04-06-2021 10:12:08,Beckley,West Virginia,AutoTrader,Mj-672491,Y,
1542, 9, Chloe Howells,300804,Model 3,Tesla,Wallet,12,46990.00,03-19-2021 16:34:11,Richmond,Virginia,AutoTrader,On-585608,N,Credit or debit card is canceled
1543, 22, Jenny Pickard,200122,Equinox,Chevrolet,Wallet,14,26300.00,09-01-2021 16:40:07,North Little Rock,Arkansas,AutoTrader,FA-812261,N,The billing address is invalid 
1544, 5, Brandon Johnson,300857,Model Y,Tesla,UPI,19,65990.00,04-23-2021 02:06:05,Columbus,Georgia,Carfax,In-012601,Y,
1545, 15, Micheal Smith,200528,Grand Cherokee,Jeep,Internet Banking,20,39000.00,10-12-2021 02:21:58,Baton Rouge,Louisiana,Carvana,In-472706,Y,
1546, 9, Chloe Howells,200122,Equinox,Chevrolet,UPI,10,26300.00,05-31-2021 15:30:33,Norfolk,Virginia,eBay,Bw-710449,Y,
1547, 12, Eric Kemsley,201137,CX-5,Mazda,Internet Banking,21,26250.00,09-15-2021 23:40:54,Fort Smith,Arkansas,Car Max,aX-373450,N,Credit or debit card is expired 
1548, 19, Jordan Brown,300995,Altima,Nissan,UPI,5,24900.00,11-14-2021 02:35:27,Oak Ridge,Tennessee,AutoTrader,Bc-676297,Y,
1549, 17, Maria Garcia,100648,Sierra,GMC,Card,18,37195.00,04-07-2021 09:10:43,Elkins,West Virginia,Carfax,vH-444895,N,The payment gateway does not support
1550, 5, Brandon Johnson,200233,Explorer,Ford,Card,15,35510.00,08-02-2021 01:10:12,Bristol,Tennessee,eBay,Xd-954272,Y,
1551, 13, James Rodriguez,200967,Rogue,Nissan,Internet Banking,13,27150.00,05-31-2021 01:02:05,Spartanburg,South Carolina,AutoTrader,hC-652849,Y,
1552, 9, Chloe Howells,300451,Corolla,Toyota,Card,18,20425.00,09-08-2021 08:55:49,Little Rock,Arkansas,AutoTrader,pR-992058,N,Merchant account blocks the transaction
1553, 1, John Smith,200967,Rogue,Nissan,Internet Banking,7,27150.00,12-08-2021 15:36:51,Asheville,North Carolina,Carfax,ZO-958394,Y,
1554, 25, Karen Smith,100648,Sierra,GMC,Internet Banking,2,37195.00,05-19-2021 04:34:27,Huntington,West Virginia,Carfax,vN-336001,Y,
1555, 12, Eric Kemsley,400562,Wrangler,Jeep,Wallet,4,30295.00,01-01-2021 22:25:21,Meridian,Mississippi,Carvana,sD-953874,N,Incorrect Pin
1556, 14, Kumar Singh,200261,Escape,Ford,UPI,10,27185.00,07-19-2021 19:55:13,Beckley,West Virginia,Car Max,ay-767354,Y,
1557, 20, Ryan Collier,201081,Tucson,Hyundai,Card,1,24950.00,03-08-2021 23:00:28,Tampa,Florida,AutoTrader,wS-737970,Y,
1558, 2, Mary Jane,300804,Model 3,Tesla,Internet Banking,9,46990.00,12-17-2021 19:10:24,Lynchburg,Virginia,Carvana,Mt-174024,Y,
1559, 19, Jordan Brown,300995,Altima,Nissan,UPI,1,24900.00,01-22-2021 16:02:06,Nashville,Tennessee,Carfax,Bi-216144,Y,
1560, 3 ,Alexander Hopkins,300723,Accord,Honda,Internet Banking,6,26520.00,06-13-2021 13:37:41,Jackson,Kentucky,eBay,AP-009493,Y,
1561, 5, Brandon Johnson,200261,Escape,Ford,Card,16,27185.00,12-27-2021 19:03:39,Tupelo,Mississippi,eBay,Sn-949273,Y,
1562, 14, Kumar Singh,100145,Silverado,Chevrolet,Wallet,18,34600.00,08-17-2021 17:56:18,Louisville,Kentucky,AutoTrader,iR-542311,Y,
1563, 19, Jordan Brown,300995,Altima,Nissan,Wallet,18,24900.00,12-02-2021 03:02:17,Macon,Georgia,Car Max,Sh-780002,Y,
1564, 16, Dave Hernandez,200794,HR-V,Honda,Wallet,20,23650.00,01-03-2021 09:35:56,Columbia,South Carolina,AutoTrader,gd-747852,N,Merchant account blocks the transaction
1565, 11, Chris Jones,201081,Tucson,Hyundai,Wallet,13,24950.00,04-20-2021 04:57:19,Norfolk,Virginia,eBay,Ov-978908,Y,
1566, 14, Kumar Singh,100494,Highlander,Toyota,UPI,18,35855.00,01-02-2021 18:07:38,Apalachicola,Florida,Car Max,YW-015761,Y,
1567, 19, Jordan Brown,300786,Civic,Honda,Internet Banking,7,22550.00,09-28-2021 01:52:50,Chattanooga,Tennessee,Carvana,Lc-291416,Y,
1568, 11, Chris Jones,100409,Tacoma,Toyota,Wallet,14,27150.00,03-15-2021 19:25:35,Huntsville,Alabama,Car Max,zl-884488,Y,
1569, 21, Louis Way,100243,F-150,Ford,Internet Banking,16,45525.00,04-11-2021 19:32:11,Louisville,Kentucky,eBay,rV-781937,Y,
1570, 9, Chloe Howells,300723,Accord,Honda,UPI,6,26520.00,03-23-2021 12:16:48,Tupelo,Mississippi,Carvana,IR-467909,Y,
1571, 22, Jenny Pickard,100648,Sierra,GMC,UPI,21,37195.00,04-27-2021 01:16:01,Dulles,Virginia,AutoTrader,Hi-713349,Y,
1572, 8, Justin Thomas,100648,Sierra,GMC,Internet Banking,6,37195.00,05-31-2021 01:24:42,Orlando,Florida,Carfax,pp-427625,Y,
1573, 8, Justin Thomas,200261,Escape,Ford,Internet Banking,4,27185.00,12-16-2021 23:48:04,Little Rock,Arkansas,Car Max,Ji-458157,Y,
1574, 24, Amy Barnes,200787,CR-V,Honda,Internet Banking,10,26800.00,01-28-2021 22:16:13,Norfolk,Virginia,Carvana,Oo-849431,Y,
1575, 14, Kumar Singh,300479,Camry,Toyota,Wallet,18,25945.00,09-07-2021 14:46:09,Winston-Salem,North Carolina,Car Max,aG-788349,Y,
1576, 6, Alex Poppins,201137,CX-5,Mazda,Wallet,9,26250.00,11-22-2021 10:40:51,Meridian,Mississippi,AutoTrader,wP-449656,Y,
1577, 4, Rashid Matthews,100648,Sierra,GMC,Card,13,37195.00,01-21-2021 08:43:29,Jackson,Mississippi,Car Max,HZ-294931,Y,
1578, 14, Kumar Singh,400562,Wrangler,Jeep,Card,4,30295.00,01-24-2021 15:49:20,Huntington,West Virginia,Car Max,af-298060,Y,
1579, 1, John Smith,300804,Model 3,Tesla,Wallet,8,46990.00,11-26-2021 15:30:55,Mobile,Alabama,AutoTrader,fL-146561,Y,
1580, 14, Kumar Singh,400562,Wrangler,Jeep,UPI,20,30295.00,05-15-2021 22:16:35,Lynchburg,Virginia,Carfax,Zd-622013,Y,
1581, 3 ,Alexander Hopkins,300479,Camry,Toyota,Card,18,25945.00,10-01-2021 01:16:01,Daytona Beach,Florida,eBay,zm-790043,Y,
1582, 23, Usamah Khan,200233,Explorer,Ford,Card,14,35510.00,12-19-2021 09:59:24,Greenville,South Carolina,eBay,fk-292092,Y,
1583, 25, Karen Smith,300479,Camry,Toyota,UPI,7,25945.00,11-06-2021 14:41:42,Columbia,South Carolina,AutoTrader,tB-044561,Y,
1584, 7, Calvin Harris,200233,Explorer,Ford,Wallet,2,35510.00,02-26-2021 05:58:40,Bowling Green,Kentucky,Carfax,Dc-710725,Y,
1585, 18, Susan Boyle,201137,CX-5,Mazda,Card,3,26250.00,12-10-2021 11:11:21,Columbia,South Carolina,Car Max,pI-944533,Y,
1586, 6, Alex Poppins,100379,1500,Ram,Card,12,33975.00,02-23-2021 10:56:13,Charlotte,North Carolina,AutoTrader,us-078400,Y,
1587, 19, Jordan Brown,300451,Corolla,Toyota,Wallet,15,20425.00,10-11-2021 14:15:33,Richmond,Virginia,AutoTrader,ii-503026,Y,
1588, 5, Brandon Johnson,100243,F-150,Ford,Card,20,45525.00,09-25-2021 01:05:36,Key West,Florida,Carvana,XN-236341,Y,
1589, 12, Eric Kemsley,400562,Wrangler,Jeep,Wallet,21,30295.00,02-20-2021 02:43:38,Roanoke,Virginia,Carfax,TW-891804,N,The payment gateway does not support
1590, 24, Amy Barnes,300723,Accord,Honda,Wallet,10,26520.00,06-13-2021 17:21:34,Pensacola,Florida,AutoTrader,Uq-877854,Y,
1591, 16, Dave Hernandez,100243,F-150,Ford,UPI,4,45525.00,05-19-2021 02:37:14,North Little Rock,Arkansas,eBay,Lh-939706,Y,
1592, 6, Alex Poppins,300786,Civic,Honda,UPI,6,22550.00,03-23-2021 12:36:54,Bowling Green,Kentucky,Car Max,CP-097037,Y,
